N_point  1000
subdomain number / coordinates of center  X Y Z
      0  +5.000000000000000e-002  +9.500000000000000e-001  +5.000000000000000e-002
      1  +5.000000000000000e-002  +9.500000000000000e-001  +1.500000000000000e-001
      2  +5.000000000000000e-002  +9.500000000000000e-001  +2.500000000000001e-001
      3  +5.000000000000000e-002  +9.500000000000000e-001  +3.500000000000001e-001
      4  +5.000000000000000e-002  +9.500000000000000e-001  +4.500000000000000e-001
      5  +5.000000000000000e-002  +9.500000000000000e-001  +5.500000000000000e-001
      6  +5.000000000000000e-002  +9.500000000000000e-001  +6.499999999999999e-001
      7  +5.000000000000000e-002  +9.500000000000000e-001  +7.500000000000000e-001
      8  +5.000000000000000e-002  +9.500000000000000e-001  +8.500000000000001e-001
      9  +5.000000000000000e-002  +9.500000000000000e-001  +9.500000000000000e-001
     10  +1.500000000000000e-001  +9.500000000000001e-001  +5.000000000000000e-002
     11  +1.500000000000000e-001  +9.500000000000001e-001  +1.500000000000000e-001
     12  +1.500000000000000e-001  +9.500000000000001e-001  +2.500000000000001e-001
     13  +1.500000000000000e-001  +9.500000000000001e-001  +3.500000000000001e-001
     14  +1.500000000000000e-001  +9.500000000000001e-001  +4.500000000000000e-001
     15  +1.500000000000000e-001  +9.500000000000001e-001  +5.500000000000000e-001
     16  +1.500000000000000e-001  +9.500000000000001e-001  +6.499999999999999e-001
     17  +1.500000000000000e-001  +9.500000000000001e-001  +7.500000000000000e-001
     18  +1.500000000000000e-001  +9.500000000000001e-001  +8.500000000000001e-001
     19  +1.500000000000000e-001  +9.500000000000001e-001  +9.500000000000000e-001
     20  +2.500000000000001e-001  +9.500000000000002e-001  +5.000000000000000e-002
     21  +2.500000000000001e-001  +9.500000000000002e-001  +1.500000000000000e-001
     22  +2.500000000000001e-001  +9.500000000000002e-001  +2.500000000000001e-001
     23  +2.500000000000001e-001  +9.500000000000002e-001  +3.500000000000001e-001
     24  +2.500000000000001e-001  +9.500000000000002e-001  +4.500000000000000e-001
     25  +2.500000000000001e-001  +9.500000000000002e-001  +5.500000000000000e-001
     26  +2.500000000000001e-001  +9.500000000000002e-001  +6.499999999999999e-001
     27  +2.500000000000001e-001  +9.500000000000002e-001  +7.500000000000000e-001
     28  +2.500000000000001e-001  +9.500000000000002e-001  +8.500000000000001e-001
     29  +2.500000000000001e-001  +9.500000000000002e-001  +9.500000000000000e-001
     30  +3.500000000000001e-001  +9.500000000000002e-001  +5.000000000000000e-002
     31  +3.500000000000001e-001  +9.500000000000002e-001  +1.500000000000000e-001
     32  +3.500000000000001e-001  +9.500000000000002e-001  +2.500000000000001e-001
     33  +3.500000000000001e-001  +9.500000000000002e-001  +3.500000000000001e-001
     34  +3.500000000000001e-001  +9.500000000000002e-001  +4.500000000000000e-001
     35  +3.500000000000001e-001  +9.500000000000002e-001  +5.500000000000000e-001
     36  +3.500000000000001e-001  +9.500000000000002e-001  +6.499999999999999e-001
     37  +3.500000000000001e-001  +9.500000000000002e-001  +7.500000000000000e-001
     38  +3.500000000000001e-001  +9.500000000000002e-001  +8.500000000000001e-001
     39  +3.500000000000001e-001  +9.500000000000002e-001  +9.500000000000000e-001
     40  +4.500000000000000e-001  +9.500000000000001e-001  +5.000000000000000e-002
     41  +4.500000000000000e-001  +9.500000000000001e-001  +1.500000000000000e-001
     42  +4.500000000000000e-001  +9.500000000000001e-001  +2.500000000000001e-001
     43  +4.500000000000000e-001  +9.500000000000001e-001  +3.500000000000001e-001
     44  +4.500000000000000e-001  +9.500000000000001e-001  +4.500000000000000e-001
     45  +4.500000000000000e-001  +9.500000000000001e-001  +5.500000000000000e-001
     46  +4.500000000000000e-001  +9.500000000000001e-001  +6.499999999999999e-001
     47  +4.500000000000000e-001  +9.500000000000001e-001  +7.500000000000000e-001
     48  +4.500000000000000e-001  +9.500000000000001e-001  +8.500000000000001e-001
     49  +4.500000000000000e-001  +9.500000000000001e-001  +9.500000000000000e-001
     50  +5.500000000000000e-001  +9.500000000000001e-001  +5.000000000000000e-002
     51  +5.500000000000000e-001  +9.500000000000001e-001  +1.500000000000000e-001
     52  +5.500000000000000e-001  +9.500000000000001e-001  +2.500000000000001e-001
     53  +5.500000000000000e-001  +9.500000000000001e-001  +3.500000000000001e-001
     54  +5.500000000000000e-001  +9.500000000000001e-001  +4.500000000000000e-001
     55  +5.500000000000000e-001  +9.500000000000001e-001  +5.500000000000000e-001
