N_internal_boundary  2700
main point / neighbor point / shared face
    175      176      663
    175      185      664
    175      275      665
    176      177      666
    176      186      667
    176      276      668
    177      178      669
    177      187      670
    177      277      671
    178      179      672
    178      188      673
    178      278      674
    179      189      676
    179      279      677
    180      181      678
    180      190      680
    180      280      681
    181      182      682
    181      191      683
    181      281      684
    182      183      685
    182      192      686
    182      282      687
    183      184      688
    183      193      689
    183      283      690
    184      185      691
    184      194      692
    184      284      693
    185      186      694
    185      195      695
    185      285      696
    186      187      697
    186      196      698
    186      286      699
    187      188      700
    187      197      701
    187      287      702
    188      189      703
    188      198      704
    188      288      705
    189      199      707
    189      289      708
    190      191      709
    190      290      712
    191      192      713
    191      291      715
    192      193      716
    192      292      718
    193      194      719
    193      293      721
    194      195      722
    194      294      724
    195      196      725
    195      295      727
    196      197      728
    196      296      730
    197      198      731
    197      297      733
    198      199      734
    198      298      736
    199      299      739
    200      201      740
    200      210      743
    200      300      744
    201      202      745
    201      211      747
    201      301      748
    202      203      749
    202      212      751
    202      302      752
    203      204      753
    203      213      755
    203      303      756
    204      205      757
    204      214      759
    204      304      760
    205      206      761
    205      215      763
    205      305      764
    206      207      765
    206      216      767
    206      306      768
    207      208      769
    207      217      771
    207      307      772
    208      209      773
    208      218      775
    208      308      776
    209      219      779
    209      309      780
    210      211      781
    210      220      783
    210      310      784
    211      212      785
    211      221      786
    211      311      787
    212      213      788
    212      222      789
    212      312      790
    213      214      791
    213      223      792
    213      313      793
    214      215      794
    214      224      795
    214      314      796
    215      216      797
    215      225      798
    215      315      799
    216      217      800
    216      226      801
    216      316      802
    217      218      803
    217      227      804
    217      317      805
    218      219      806
    218      228      807
    218      318      808
    219      229      810
    219      319      811
    220      221      812
    220      230      814
    220      320      815
    221      222      816
    221      231      817
    221      321      818
    222      223      819
    222      232      820
    222      322      821
    223      224      822
    223      233      823
    223      323      824
    224      225      825
    224      234      826
    224      324      827
    225      226      828
    225      235      829
    225      325      830
    226      227      831
    226      236      832
    226      326      833
    227      228      834
    227      237      835
    227      327      836
    228      229      837
    228      238      838
    228      328      839
    229      239      841
    229      329      842
    230      231      843
    230      240      845
    230      330      846
    231      232      847
    231      241      848
    231      331      849
    232      233      850
    232      242      851
    232      332      852
    233      234      853
    233      243      854
    233      333      855
    234      235      856
    234      244      857
    234      334      858
    235      236      859
    235      245      860
    235      335      861
    236      237      862
    236      246      863
    236      336      864
    237      238      865
    237      247      866
    237      337      867
    238      239      868
    238      248      869
    238      338      870
    239      249      872
    239      339      873
    240      241      874
    240      250      876
    240      340      877
    241      242      878
    241      251      879
    241      341      880
    242      243      881
    242      252      882
    242      342      883
    243      244      884
    243      253      885
    243      343      886
    244      245      887
    244      254      888
    244      344      889
    245      246      890
    245      255      891
    245      345      892
    246      247      893
    246      256      894
    246      346      895
    247      248      896
    247      257      897
    247      347      898
    248      249      899
    248      258      900
    248      348      901
    249      259      903
    249      349      904
    250      251      905
    250      260      907
    250      350      908
    251      252      909
    251      261      910
    251      351      911
    252      253      912
    252      262      913
    252      352      914
    253      254      915
    253      263      916
    253      353      917
    254      255      918
    254      264      919
    254      354      920
    255      256      921
    255      265      922
    255      355      923
    256      257      924
    256      266      925
    256      356      926
    257      258      927
    257      267      928
    257      357      929
    258      259      930
    258      268      931
    258      358      932
    259      269      934
    259      359      935
    260      261      936
    260      270      938
    260      360      939
    261      262      940
    261      271      941
    261      361      942
    262      263      943
    262      272      944
    262      362      945
    263      264      946
    263      273      947
    263      363      948
    264      265      949
    264      274      950
    264      364      951
    265      266      952
    265      275      953
    265      365      954
    266      267      955
    266      276      956
    266      366      957
    267      268      958
    267      277      959
    267      367      960
    268      269      961
    268      278      962
    268      368      963
    269      279      965
    269      369      966
    270      271      967
    270      280      969
    270      370      970
    271      272      971
    271      281      972
    271      371      973
    272      273      974
    272      282      975
    272      372      976
    273      274      977
    273      283      978
    273      373      979
    274      275      980
    274      284      981
    274      374      982
    275      276      983
    275      285      984
    275      375      985
    276      277      986
    276      286      987
    276      376      988
    277      278      989
    277      287      990
    277      377      991
    278      279      992
    278      288      993
    278      378      994
    279      289      996
    279      379      997
    280      281      998
    280      290     1000
    280      380     1001
    281      282     1002
    281      291     1003
    281      381     1004
    282      283     1005
    282      292     1006
    282      382     1007
    283      284     1008
    283      293     1009
    283      383     1010
    284      285     1011
    284      294     1012
    284      384     1013
    285      286     1014
    285      295     1015
    285      385     1016
    286      287     1017
    286      296     1018
    286      386     1019
    287      288     1020
    287      297     1021
    287      387     1022
    288      289     1023
    288      298     1024
    288      388     1025
    289      299     1027
    289      389     1028
    290      291     1029
    290      390     1032
    291      292     1033
    291      391     1035
    292      293     1036
    292      392     1038
    293      294     1039
    293      393     1041
    294      295     1042
    294      394     1044
    295      296     1045
    295      395     1047
    296      297     1048
    296      396     1050
    297      298     1051
    297      397     1053
    298      299     1054
    298      398     1056
    299      399     1059
    300      301     1060
    300      310     1063
    300      400     1064
    301      302     1065
    301      311     1067
    301      401     1068
    302      303     1069
    302      312     1071
    302      402     1072
    303      304     1073
    303      313     1075
    303      403     1076
    304      305     1077
    304      314     1079
    304      404     1080
    305      306     1081
    305      315     1083
    305      405     1084
    306      307     1085
    306      316     1087
    306      406     1088
    307      308     1089
    307      317     1091
    307      407     1092
    308      309     1093
    308      318     1095
    308      408     1096
    309      319     1099
    309      409     1100
    310      311     1101
    310      320     1103
    310      410     1104
    311      312     1105
    311      321     1106
    311      411     1107
    312      313     1108
    312      322     1109
    312      412     1110
    313      314     1111
    313      323     1112
    313      413     1113
    314      315     1114
    314      324     1115
    314      414     1116
    315      316     1117
    315      325     1118
    315      415     1119
    316      317     1120
    316      326     1121
    316      416     1122
    317      318     1123
    317      327     1124
    317      417     1125
    318      319     1126
    318      328     1127
    318      418     1128
    319      329     1130
    319      419     1131
    320      321     1132
    320      330     1134
    320      420     1135
    321      322     1136
    321      331     1137
    321      421     1138
    322      323     1139
    322      332     1140
    322      422     1141
    323      324     1142
    323      333     1143
    323      423     1144
    324      325     1145
    324      334     1146
    324      424     1147
    325      326     1148
    325      335     1149
    325      425     1150
    326      327     1151
    326      336     1152
    326      426     1153
    327      328     1154
    327      337     1155
    327      427     1156
    328      329     1157
    328      338     1158
    328      428     1159
    329      339     1161
    329      429     1162
    330      331     1163
    330      340     1165
    330      430     1166
    331      332     1167
    331      341     1168
    331      431     1169
    332      333     1170
    332      342     1171
    332      432     1172
    333      334     1173
    333      343     1174
    333      433     1175
    334      335     1176
    334      344     1177
    334      434     1178
    335      336     1179
    335      345     1180
    335      435     1181
    336      337     1182
    336      346     1183
    336      436     1184
    337      338     1185
    337      347     1186
    337      437     1187
    338      339     1188
    338      348     1189
    338      438     1190
    339      349     1192
    339      439     1193
    340      341     1194
    340      350     1196
    340      440     1197
    341      342     1198
    341      351     1199
    341      441     1200
    342      343     1201
    342      352     1202
    342      442     1203
    343      344     1204
    343      353     1205
    343      443     1206
    344      345     1207
    344      354     1208
    344      444     1209
    345      346     1210
    345      355     1211
    345      445     1212
    346      347     1213
    346      356     1214
    346      446     1215
    347      348     1216
    347      357     1217
    347      447     1218
    348      349     1219
    348      358     1220
    348      448     1221
    349      359     1223
    349      449     1224
    350      351     1225
    350      360     1227
    350      450     1228
    351      352     1229
    351      361     1230
    351      451     1231
    352      353     1232
    352      362     1233
    352      452     1234
    353      354     1235
    353      363     1236
    353      453     1237
    354      355     1238
    354      364     1239
    354      454     1240
    355      356     1241
    355      365     1242
    355      455     1243
    356      357     1244
    356      366     1245
    356      456     1246
    357      358     1247
    357      367     1248
    357      457     1249
    358      359     1250
    358      368     1251
    358      458     1252
    359      369     1254
    359      459     1255
    360      361     1256
    360      370     1258
    360      460     1259
    361      362     1260
    361      371     1261
    361      461     1262
    362      363     1263
    362      372     1264
    362      462     1265
    363      364     1266
    363      373     1267
    363      463     1268
    364      365     1269
    364      374     1270
    364      464     1271
    365      366     1272
    365      375     1273
    365      465     1274
    366      367     1275
    366      376     1276
    366      466     1277
    367      368     1278
    367      377     1279
    367      467     1280
    368      369     1281
    368      378     1282
    368      468     1283
    369      379     1285
    369      469     1286
    370      371     1287
    370      380     1289
    370      470     1290
    371      372     1291
    371      381     1292
    371      471     1293
    372      373     1294
    372      382     1295
    372      472     1296
    373      374     1297
    373      383     1298
    373      473     1299
    374      375     1300
    374      384     1301
    374      474     1302
    375      376     1303
    375      385     1304
    375      475     1305
    376      377     1306
    376      386     1307
    376      476     1308
    377      378     1309
    377      387     1310
    377      477     1311
    378      379     1312
    378      388     1313
    378      478     1314
    379      389     1316
    379      479     1317
    380      381     1318
    380      390     1320
    380      480     1321
    381      382     1322
    381      391     1323
    381      481     1324
    382      383     1325
    382      392     1326
    382      482     1327
    383      384     1328
    383      393     1329
    383      483     1330
    384      385     1331
    384      394     1332
    384      484     1333
    385      386     1334
    385      395     1335
    385      485     1336
    386      387     1337
    386      396     1338
    386      486     1339
    387      388     1340
    387      397     1341
    387      487     1342
    388      389     1343
    388      398     1344
    388      488     1345
    389      399     1347
    389      489     1348
    390      391     1349
    390      490     1352
    391      392     1353
    391      491     1355
    392      393     1356
    392      492     1358
    393      394     1359
    393      493     1361
    394      395     1362
    394      494     1364
    395      396     1365
    395      495     1367
    396      397     1368
    396      496     1370
    397      398     1371
    397      497     1373
    398      399     1374
    398      498     1376
    399      499     1379
    400      401     1380
    400      410     1383
    400      500     1384
    401      402     1385
    401      411     1387
    401      501     1388
    402      403     1389
    402      412     1391
    402      502     1392
    403      404     1393
    403      413     1395
    403      503     1396
    404      405     1397
    404      414     1399
    404      504     1400
    405      406     1401
    405      415     1403
    405      505     1404
    406      407     1405
    406      416     1407
    406      506     1408
    407      408     1409
    407      417     1411
    407      507     1412
    408      409     1413
    408      418     1415
    408      508     1416
    409      419     1419
    409      509     1420
    410      411     1421
    410      420     1423
    410      510     1424
    411      412     1425
    411      421     1426
    411      511     1427
    412      413     1428
    412      422     1429
    412      512     1430
    413      414     1431
    413      423     1432
    413      513     1433
    414      415     1434
    414      424     1435
    414      514     1436
    415      416     1437
    415      425     1438
    415      515     1439
    416      417     1440
    416      426     1441
    416      516     1442
    417      418     1443
    417      427     1444
    417      517     1445
    418      419     1446
    418      428     1447
    418      518     1448
    419      429     1450
    419      519     1451
    420      421     1452
    420      430     1454
    420      520     1455
    421      422     1456
    421      431     1457
    421      521     1458
    422      423     1459
    422      432     1460
    422      522     1461
    423      424     1462
    423      433     1463
    423      523     1464
    424      425     1465
    424      434     1466
    424      524     1467
    425      426     1468
    425      435     1469
    425      525     1470
    426      427     1471
    426      436     1472
    426      526     1473
    427      428     1474
    427      437     1475
    427      527     1476
    428      429     1477
    428      438     1478
    428      528     1479
    429      439     1481
    429      529     1482
    430      431     1483
    430      440     1485
    430      530     1486
    431      432     1487
    431      441     1488
    431      531     1489
    432      433     1490
    432      442     1491
    432      532     1492
    433      434     1493
    433      443     1494
    433      533     1495
    434      435     1496
    434      444     1497
    434      534     1498
    435      436     1499
    435      445     1500
    435      535     1501
    436      437     1502
    436      446     1503
    436      536     1504
    437      438     1505
    437      447     1506
    437      537     1507
    438      439     1508
    438      448     1509
    438      538     1510
    439      449     1512
    439      539     1513
    440      441     1514
    440      450     1516
    440      540     1517
    441      442     1518
    441      451     1519
    441      541     1520
    442      443     1521
    442      452     1522
    442      542     1523
    443      444     1524
    443      453     1525
    443      543     1526
    444      445     1527
    444      454     1528
    444      544     1529
    445      446     1530
    445      455     1531
    445      545     1532
    446      447     1533
    446      456     1534
    446      546     1535
    447      448     1536
    447      457     1537
    447      547     1538
    448      449     1539
    448      458     1540
    448      548     1541
    449      459     1543
    449      549     1544
    450      451     1545
    450      460     1547
    450      550     1548
    451      452     1549
    451      461     1550
    451      551     1551
    452      453     1552
    452      462     1553
    452      552     1554
    453      454     1555
    453      463     1556
    453      553     1557
    454      455     1558
    454      464     1559
    454      554     1560
    455      456     1561
    455      465     1562
    455      555     1563
    456      457     1564
    456      466     1565
    456      556     1566
    457      458     1567
    457      467     1568
    457      557     1569
    458      459     1570
    458      468     1571
    458      558     1572
    459      469     1574
    459      559     1575
    460      461     1576
    460      470     1578
    460      560     1579
    461      462     1580
    461      471     1581
    461      561     1582
    462      463     1583
    462      472     1584
    462      562     1585
    463      464     1586
    463      473     1587
    463      563     1588
    464      465     1589
    464      474     1590
    464      564     1591
    465      466     1592
    465      475     1593
    465      565     1594
    466      467     1595
    466      476     1596
    466      566     1597
    467      468     1598
    467      477     1599
    467      567     1600
    468      469     1601
    468      478     1602
    468      568     1603
    469      479     1605
    469      569     1606
    470      471     1607
    470      480     1609
    470      570     1610
    471      472     1611
    471      481     1612
    471      571     1613
    472      473     1614
    472      482     1615
    472      572     1616
    473      474     1617
    473      483     1618
    473      573     1619
    474      475     1620
    474      484     1621
    474      574     1622
    475      476     1623
    475      485     1624
    475      575     1625
    476      477     1626
    476      486     1627
    476      576     1628
    477      478     1629
    477      487     1630
    477      577     1631
    478      479     1632
    478      488     1633
    478      578     1634
    479      489     1636
    479      579     1637
    480      481     1638
    480      490     1640
    480      580     1641
    481      482     1642
    481      491     1643
    481      581     1644
    482      483     1645
    482      492     1646
    482      582     1647
    483      484     1648
    483      493     1649
    483      583     1650
    484      485     1651
    484      494     1652
    484      584     1653
    485      486     1654
    485      495     1655
    485      585     1656
    486      487     1657
    486      496     1658
    486      586     1659
    487      488     1660
    487      497     1661
    487      587     1662
    488      489     1663
    488      498     1664
    488      588     1665
    489      499     1667
    489      589     1668
    490      491     1669
    490      590     1672
    491      492     1673
    491      591     1675
    492      493     1676
    492      592     1678
    493      494     1679
    493      593     1681
    494      495     1682
    494      594     1684
    495      496     1685
    495      595     1687
    496      497     1688
    496      596     1690
    497      498     1691
    497      597     1693
    498      499     1694
    498      598     1696
    499      599     1699
    500      501     1700
    500      510     1703
    500      600     1704
    501      502     1705
    501      511     1707
    501      601     1708
    502      503     1709
    502      512     1711
    502      602     1712
    503      504     1713
    503      513     1715
    503      603     1716
    504      505     1717
    504      514     1719
    504      604     1720
    505      506     1721
    505      515     1723
    505      605     1724
    506      507     1725
    506      516     1727
    506      606     1728
    507      508     1729
    507      517     1731
    507      607     1732
    508      509     1733
    508      518     1735
    508      608     1736
    509      519     1739
    509      609     1740
    510      511     1741
    510      520     1743
    510      610     1744
    511      512     1745
    511      521     1746
    511      611     1747
    512      513     1748
    512      522     1749
    512      612     1750
    513      514     1751
    513      523     1752
    513      613     1753
    514      515     1754
    514      524     1755
    514      614     1756
    515      516     1757
    515      525     1758
    515      615     1759
    516      517     1760
    516      526     1761
    516      616     1762
    517      518     1763
    517      527     1764
    517      617     1765
    518      519     1766
    518      528     1767
    518      618     1768
    519      529     1770
    519      619     1771
    520      521     1772
    520      530     1774
    520      620     1775
    521      522     1776
    521      531     1777
    521      621     1778
    522      523     1779
    522      532     1780
    522      622     1781
    523      524     1782
    523      533     1783
    523      623     1784
    524      525     1785
    524      534     1786
    524      624     1787
    525      526     1788
    525      535     1789
    525      625     1790
    526      527     1791
    526      536     1792
    526      626     1793
    527      528     1794
    527      537     1795
    527      627     1796
    528      529     1797
    528      538     1798
    528      628     1799
    529      539     1801
    529      629     1802
    530      531     1803
    530      540     1805
    530      630     1806
    531      532     1807
    531      541     1808
    531      631     1809
    532      533     1810
    532      542     1811
    532      632     1812
    533      534     1813
    533      543     1814
    533      633     1815
    534      535     1816
    534      544     1817
    534      634     1818
    535      536     1819
    535      545     1820
    535      635     1821
    536      537     1822
    536      546     1823
    536      636     1824
    537      538     1825
    537      547     1826
    537      637     1827
    538      539     1828
    538      548     1829
    538      638     1830
    539      549     1832
    539      639     1833
    540      541     1834
    540      550     1836
    540      640     1837
    541      542     1838
    541      551     1839
    541      641     1840
    542      543     1841
    542      552     1842
    542      642     1843
    543      544     1844
    543      553     1845
    543      643     1846
    544      545     1847
    544      554     1848
    544      644     1849
    545      546     1850
    545      555     1851
    545      645     1852
    546      547     1853
    546      556     1854
    546      646     1855
    547      548     1856
    547      557     1857
    547      647     1858
    548      549     1859
    548      558     1860
    548      648     1861
    549      559     1863
    549      649     1864
    550      551     1865
    550      560     1867
    550      650     1868
    551      552     1869
    551      561     1870
    551      651     1871
    552      553     1872
    552      562     1873
    552      652     1874
    553      554     1875
    553      563     1876
    553      653     1877
    554      555     1878
    554      564     1879
    554      654     1880
    555      556     1881
    555      565     1882
    555      655     1883
    556      557     1884
    556      566     1885
    556      656     1886
    557      558     1887
    557      567     1888
    557      657     1889
    558      559     1890
    558      568     1891
    558      658     1892
    559      569     1894
    559      659     1895
    560      561     1896
    560      570     1898
    560      660     1899
    561      562     1900
    561      571     1901
    561      661     1902
    562      563     1903
    562      572     1904
    562      662     1905
    563      564     1906
    563      573     1907
    563      663     1908
    564      565     1909
    564      574     1910
    564      664     1911
    565      566     1912
    565      575     1913
    565      665     1914
    566      567     1915
    566      576     1916
    566      666     1917
    567      568     1918
    567      577     1919
    567      667     1920
    568      569     1921
    568      578     1922
    568      668     1923
    569      579     1925
    569      669     1926
    570      571     1927
    570      580     1929
    570      670     1930
    571      572     1931
    571      581     1932
    571      671     1933
    572      573     1934
    572      582     1935
    572      672     1936
    573      574     1937
    573      583     1938
    573      673     1939
    574      575     1940
    574      584     1941
    574      674     1942
    575      576     1943
    575      585     1944
    575      675     1945
    576      577     1946
    576      586     1947
    576      676     1948
    577      578     1949
    577      587     1950
    577      677     1951
    578      579     1952
    578      588     1953
    578      678     1954
    579      589     1956
    579      679     1957
    580      581     1958
    580      590     1960
    580      680     1961
    581      582     1962
    581      591     1963
    581      681     1964
    582      583     1965
    582      592     1966
    582      682     1967
    583      584     1968
    583      593     1969
    583      683     1970
    584      585     1971
    584      594     1972
    584      684     1973
    585      586     1974
    585      595     1975
    585      685     1976
    586      587     1977
    586      596     1978
    586      686     1979
    587      588     1980
    587      597     1981
    587      687     1982
    588      589     1983
    588      598     1984
    588      688     1985
    589      599     1987
    589      689     1988
    590      591     1989
    590      690     1992
    591      592     1993
    591      691     1995
    592      593     1996
    592      692     1998
    593      594     1999
    593      693     2001
    594      595     2002
    594      694     2004
    595      596     2005
    595      695     2007
    596      597     2008
    596      696     2010
    597      598     2011
    597      697     2013
    598      599     2014
    598      698     2016
    599      699     2019
    600      601     2020
    600      610     2023
    600      700     2024
    601      602     2025
    601      611     2027
    601      701     2028
    602      603     2029
    602      612     2031
    602      702     2032
    603      604     2033
    603      613     2035
    603      703     2036
    604      605     2037
    604      614     2039
    604      704     2040
    605      606     2041
    605      615     2043
    605      705     2044
    606      607     2045
    606      616     2047
    606      706     2048
    607      608     2049
    607      617     2051
    607      707     2052
    608      609     2053
    608      618     2055
    608      708     2056
    609      619     2059
    609      709     2060
    610      611     2061
    610      620     2063
    610      710     2064
    611      612     2065
    611      621     2066
    611      711     2067
    612      613     2068
    612      622     2069
    612      712     2070
    613      614     2071
    613      623     2072
    613      713     2073
    614      615     2074
    614      624     2075
    614      714     2076
    615      616     2077
    615      625     2078
    615      715     2079
    616      617     2080
    616      626     2081
    616      716     2082
    617      618     2083
    617      627     2084
    617      717     2085
    618      619     2086
    618      628     2087
    618      718     2088
    619      629     2090
    619      719     2091
    620      621     2092
    620      630     2094
    620      720     2095
    621      622     2096
    621      631     2097
    621      721     2098
    622      623     2099
    622      632     2100
    622      722     2101
    623      624     2102
    623      633     2103
    623      723     2104
    624      625     2105
    624      634     2106
    624      724     2107
    625      626     2108
    625      635     2109
    625      725     2110
    626      627     2111
    626      636     2112
    626      726     2113
    627      628     2114
    627      637     2115
    627      727     2116
    628      629     2117
    628      638     2118
    628      728     2119
    629      639     2121
    629      729     2122
    630      631     2123
    630      640     2125
    630      730     2126
    631      632     2127
    631      641     2128
    631      731     2129
    632      633     2130
    632      642     2131
    632      732     2132
    633      634     2133
    633      643     2134
    633      733     2135
    634      635     2136
    634      644     2137
    634      734     2138
    635      636     2139
    635      645     2140
    635      735     2141
    636      637     2142
    636      646     2143
    636      736     2144
    637      638     2145
    637      647     2146
    637      737     2147
    638      639     2148
    638      648     2149
    638      738     2150
    639      649     2152
    639      739     2153
    640      641     2154
    640      650     2156
    640      740     2157
    641      642     2158
    641      651     2159
    641      741     2160
    642      643     2161
    642      652     2162
    642      742     2163
    643      644     2164
    643      653     2165
    643      743     2166
    644      645     2167
    644      654     2168
    644      744     2169
    645      646     2170
    645      655     2171
    645      745     2172
    646      647     2173
    646      656     2174
    646      746     2175
    647      648     2176
    647      657     2177
    647      747     2178
    648      649     2179
    648      658     2180
    648      748     2181
    649      659     2183
    649      749     2184
    650      651     2185
    650      660     2187
    650      750     2188
    651      652     2189
    651      661     2190
    651      751     2191
    652      653     2192
    652      662     2193
    652      752     2194
    653      654     2195
    653      663     2196
    653      753     2197
    654      655     2198
    654      664     2199
